source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,opening_hours,retrieved_at
thefork,858089,Amalfitana Specialità Pesce e Carne,https://www.thefork.it/ristorante/amalfitana-specialita-pesce-e-carne-r858089,"V. Giovanni Paisiello, 22, 20131, Milano",Milano,45.481642,9.219587,"Piatti vegetariani, Italiano, Pizzeria, Europeo",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,852984,La Bella Colomba,https://www.thefork.it/ristorante/la-bella-colomba-r852984,"Via Carlo Torre, 43, 20143, Milano",Milano,45.445388,9.163952,"Piatti vegetariani, Di Carne, Di Pesce, Italiano, Mediterraneo, Pizzeria, Europeo",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,822393,Like Mike Milano,https://www.thefork.it/ristorante/like-mike-milano-r822393,"Viale Piave, 18, 20129, Milano",Milano,45.470616,9.206960,"Italiano, Europeo",€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,820660,Dahlia.oven,https://www.thefork.it/ristorante/dahlia-oven-r820660,"Via Giuseppe Ripamonti, 35, 20135, Milano",Milano,45.447910,9.197856,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,804228,Raviolhub,https://www.thefork.it/ristorante/raviolhub-r804228,"Via Tonale, 4, 20125, Milano",Milano,45.488335,9.204147,"Opzioni senza glutine, Piatti vegetariani, Asiatico, Cinese",€,8.8,,,,2026-06-02T09:32:35Z
thefork,748803,Sushi&Sound,https://www.thefork.it/ristorante/sushi-sound-r748803,"Piazza Ventiquattro Maggio, 1/10, 20123, Milano",Milano,45.453079,9.180913,"Opzioni senza glutine, Piatti vegetariani, Fusion, Giapponese, Asiatico",€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,716526,La Cuccuma Bistrot,https://www.thefork.it/ristorante/la-cuccuma-bistrot-r716526,"Via Privata degli Orombelli, 18, 20131, Milano",Milano,45.483217,9.235959,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Europeo",€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,660997,Le Capannelle,https://www.thefork.it/ristorante/le-capannelle-r660997,"Viale Papiniano, 23, 20123, Milano",Milano,45.460063,9.167286,"Opzioni senza glutine, Italiano, Europeo",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,653117,Il Cicinin Della Ripa,https://www.thefork.it/ristorante/il-cicinin-della-ripa-r653117,"Ripa di Porta Ticinese, 93, 20143, Milano",Milano,45.449245,9.164635,"Piatti vegetariani, Italiano, Milanese, Europeo, Lombardo",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,482575,Cantina della Vetra,https://www.thefork.it/ristorante/cantina-della-vetra-r482575,"Via Pio IV, 3, 20123, Milano",Milano,45.458745,9.181775,Mediterraneo,€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,471327,Jam Grill House,https://www.thefork.it/ristorante/jam-grill-house-r471327,"Via Privata Varallo, 1, 20132, Milano",Milano,45.497573,9.239014,"Opzioni senza glutine, Piatti vegetariani, Di Carne",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,314301,Bioesserì Brera,https://www.thefork.it/ristorante/bioesseri-brera-r314301,"Via Fatebenefratelli, 2, I-20121, Milano",Milano,45.472874,9.188514,"Di Carne, Italiano, Mediterraneo, Milanese, Pizzeria, Europeo, Lombardo",€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,716244,Mosto Generoso,https://www.thefork.it/ristorante/mosto-generoso-r716244,"Via Monte Generoso 53, 20155, Milano",Milano,45.492887,9.154676,"Italiano, Europeo",€,9.1,,,,2026-06-02T09:32:35Z
thefork,719024,Casa della Farina Porta Romana,https://www.thefork.it/ristorante/casa-della-farina-porta-romana-r719024,"Via Bernardino Corio, 1, 20135, Milano",Milano,45.451419,9.204620,"Piatti vegetariani, Asiatico, Cinese, Giapponese",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,838490,Da Vittorio Cafè Louis Vuitton,https://www.thefork.it/ristorante/da-vittorio-cafe-louis-vuitton-r838490,"Via Monte Napoleone, 2, 20121, Milano",Milano,45.467202,9.196548,,€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,825882,That's Vapore - Piazza Meda,https://www.thefork.it/ristorante/that-s-vapore-piazza-meda-r825882,"Piazza Filippo Meda, 1, 20121, Milano",Milano,45.466852,9.192612,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Cucina internazionale, Italiano, Europeo",€€,7.6,,,,2026-06-02T09:32:35Z
thefork,809229,Yi Pin Xian Sushi,https://www.thefork.it/ristorante/yi-pin-xian-sushi-r809229,"Via Carlo Farini, 32, 20159, Milano",Milano,45.489631,9.183390,"Opzioni senza glutine, Piatti biologici, Piatti vegetariani, Giapponese, Asiatico",€,9.2,,,,2026-06-02T09:32:35Z
thefork,803566,Starita - Milano,https://www.thefork.it/ristorante/starita-milano-r803566,"Via Giovanni Gherardini, 1, 20145, Milano",Milano,45.476681,9.170200,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Pizzeria, Europeo",€,9.1,,,,2026-06-02T09:32:35Z
thefork,752485,Benza,https://www.thefork.it/ristorante/benza-r752485,"Via Teodosio, 57, 20131, Milano",Milano,45.486866,9.229651,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Americano",€,5.5,,,,2026-06-02T09:32:35Z
thefork,756128,Isiwara Lanka,https://www.thefork.it/ristorante/isiwara-lanka-r756128,"Via Cesare Arici, 28, 20127, Milano",Milano,45.504525,9.238828,"Indiano, Asiatico",€€,,,,,2026-06-02T09:32:35Z
thefork,314141,Catalana,https://www.thefork.it/ristorante/catalana-r314141,"Via Volturno, 31, I-20124, Milano",Milano,45.486974,9.191203,"Piatti vegetariani, Di Pesce, Sardo, Europeo, Italiano",€€€€,8.5,,,,2026-06-02T09:32:35Z
thefork,860774,L'Incoronata,https://www.thefork.it/ristorante/l-incoronata-r860774,"Corso Garibaldi, 127, 20121, Milano",Milano,45.476593,9.184147,"Piatti vegetariani, Italiano, Europeo",€€€,9.8,,,,2026-06-02T09:32:35Z
thefork,856987,Ioi Bistrot Milano,https://www.thefork.it/ristorante/ioi-bistrot-milano-r856987,"V. Piero della Francesca, 34, 20154, Milano",Milano,45.483790,9.164347,"Piatti vegetariani, Italiano, Europeo",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,856149,Leucosia Bistrot,https://www.thefork.it/ristorante/leucosia-bistrot-r856149,"Via Podgora, 14, 20122, Milano",Milano,45.461587,9.203717,"Piatti vegetariani, Cilentano",€€,9.4,,,,2026-06-02T09:32:35Z
thefork,838213,Il Ristorantino della Carne,https://www.thefork.it/ristorante/il-ristorantino-della-carne-r838213,"Via Andrea Solari, 12, 20144, Milano",Milano,45.455728,9.163819,"Opzioni senza glutine, Di Carne, Italiano, Mediterraneo, Europeo",€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,824575,Osteria Tizio e Caio,https://www.thefork.it/ristorante/osteria-tizio-e-caio-r824575,"Via Privata Licurgo, 2, 20126, Milano",Milano,45.509068,9.222129,"Di Carne, Di Pesce, Italiano, Mediterraneo, Sardo, Europeo",€€€,9,,,,2026-06-02T09:32:35Z
thefork,817732,Osteria di Brera,https://www.thefork.it/ristorante/osteria-di-brera-r817732,"Via S. Marco, 5, 20121, Milano",Milano,45.474521,9.187605,"Piatti vegetariani, Mediterraneo",€€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,810314,Acquabella Bistrot,https://www.thefork.it/ristorante/acquabella-bistrot-r810314,"Piazza Andrea Fusina, 20133, Milano",Milano,45.468627,9.229883,"Piatti vegetariani, Italiano, Pizzeria, Europeo",€,9,,,,2026-06-02T09:32:35Z
thefork,804516,Vecchia Osteria,https://www.thefork.it/ristorante/vecchia-osteria-r804516,"Via Giordano Bruno, 18, 20154, Milano",Milano,45.480703,9.175070,"Cinese, Asiatico",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,802254,Cascina California,https://www.thefork.it/ristorante/cascina-california-r802254,"Via Luigi Ornato, 122, 20162, Milano",Milano,45.523426,9.192580,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Italiano, Pizzeria, Europeo",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,695891,Vista Duomo,https://www.thefork.it/ristorante/vista-duomo-r695891,"P.za del Duomo, 17, 20121, Milano",Milano,45.464597,9.188307,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Di Carne, Di Pesce, Europeo, Italiano",€€€€,9.1,,,,2026-06-02T09:32:35Z
thefork,594711,Kanji Centrale,https://www.thefork.it/ristorante/kanji-centrale-r594711,"Via Aminto Caretto, 4, 20124, Milano",Milano,45.482798,9.200185,"Giapponese, Asiatico",€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,573035,Osteria Birreria  Tri Ciucc (solo servizio ristorante),https://www.thefork.it/ristorante/osteria-birreria-tri-ciucc-solo-servizio-ristorante-r573035,"Via Asiago, 68, 20128, Milano",Milano,45.506180,9.232033,"Piatti vegetariani, Italiano, Mediterraneo, Romano, Europeo",€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,483003,Hanoi,https://www.thefork.it/ristorante/hanoi-r483003,"Piazzale Antonio Baiamonti, 5, 20154, Milano",Milano,45.482656,9.180887,"Vietnamita, Asiatico",€,8.9,,,,2026-06-02T09:32:35Z
thefork,404313,Taberna San Tomaso,https://www.thefork.it/ristorante/taberna-san-tomaso-r404313,"Via S. Tomaso, 5, 20121, Milano",Milano,45.467187,9.184778,Mediterraneo,€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,340629,Volverè Passion for grill,https://www.thefork.it/ristorante/volvere-passion-for-grill-r340629,"Via Principe Eugenio, 8, 20155, Milano",Milano,45.488676,9.163110,"Opzioni senza glutine, Piatti vegetariani, Di Carne, Europeo, Spagnolo, Steakhouse",€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,858455,La Scarpetta Ristorante & Pizzeria,https://www.thefork.it/ristorante/la-scarpetta-ristorante-pizzeria-r858455,"Via Alessandro Visconti d'Aragona, 22, 20133, Milano",Milano,45.472845,9.232565,"Piatti vegetariani, Italiano, Pizzeria, Europeo",€€€,,,,,2026-06-02T09:32:35Z
thefork,853165,Ristorante Coreano Hanya,https://www.thefork.it/ristorante/ristorante-coreano-hanya-r853165,"Viale Monza, 44, 20127, Milano",Milano,45.492451,9.218762,"Piatti vegetariani, Coreano, Asiatico",€€€,8.6,,,,2026-06-02T09:32:35Z
thefork,853000, Pinkerì Palazzi,https://www.thefork.it/ristorante/pinkeri-palazzi-r853000,"Via Lazzaro Palazzi, 2, 20124, Milano",Milano,45.476352,9.206444,"Piatti vegetariani, Italiano, Europeo",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,841583,Tre Gazzelle Bistrot,https://www.thefork.it/ristorante/tre-gazzelle-bistrot-r841583,"Via S. Pietro All'Orto, 7, 20121, Milano",Milano,45.466112,9.195258,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Di Carne, Di Pesce, Italiano, Mediterraneo, Europeo",€€€€,8.5,,,,2026-06-02T09:32:35Z
thefork,839798,I Love Poke Milano Assago,https://www.thefork.it/ristorante/i-love-poke-milano-assago-r839798,"Piazza degli Incontri, 10, 20057, Milano",Milano,45.407805,9.151871,"Asiatico, Hawaiano",€,8.1,,,,2026-06-02T09:32:35Z
thefork,815821,People - Calindri,https://www.thefork.it/ristorante/people-calindri-r815821,"Via Ernesto Calindri, 2, 20143, Milano",Milano,45.443252,9.163060,"Asiatico, Fusion",€,7.1,,,,2026-06-02T09:32:35Z
thefork,815817,People - San Babila,https://www.thefork.it/ristorante/people-san-babila-r815817,"Galleria S. Babila, 4a, 20122, Milano",Milano,45.466398,9.198031,"Asiatico, Fusion",€,7.6,,,,2026-06-02T09:32:35Z
thefork,815386,Pinkeri,https://www.thefork.it/ristorante/pinkeri-r815386,"Via Giuseppe Antonio Borgese, 14, 20154, Milano",Milano,45.489170,9.169558,"Piatti vegetariani, Italiano, Pizzeria, Europeo",€,8.7,,,,2026-06-02T09:32:35Z
thefork,740757,Cantina Meridionale,https://www.thefork.it/ristorante/cantina-meridionale-r740757,"Via Gustavo Fara, 33, 20124, Milano",Milano,45.485109,9.198742,"Piatti vegetariani, Di Carne, Di Pesce, Mediterraneo, Pizzeria, Europeo, Italiano",€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,712794,matanē - XXV Aprile,https://www.thefork.it/ristorante/matane-xxv-aprile-r712794,"Via Gaspare Rosales, 1, 20124, Milano",Milano,45.480960,9.188117,"Piatti vegetariani, Asiatico, Giapponese",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,347629,Silver Bistrot,https://www.thefork.it/ristorante/silver-bistrot-r347629,"Via Riccardo Lombardi, 9-11, 20153, Milano",Milano,45.459022,9.067957,"Piatti vegetariani, Cucina locale, Italiano, Europeo",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,277661,Skuisito Steakhouse,https://www.thefork.it/ristorante/skuisito-steakhouse-r277661,"Via Giovanni Pacini, 18, 20131, Milano",Milano,45.481499,9.227657,"Italiano, Mediterraneo, Steakhouse, Europeo, Di Carne",€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,342565,Un Posto a Milano,https://www.thefork.it/ristorante/un-posto-a-milano-r342565,"Via Privata Cuccagna, 2, 20135, Milano",Milano,45.451085,9.211569,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Cucina locale, Italiano, Mediterraneo, Vegetariano, Europeo",€€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,362459,Pizzacoteca di Brera,https://www.thefork.it/ristorante/pizzacoteca-di-brera-r362459,"Via Brera, 29, 20121, Milano",Milano,45.472845,9.187412,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€,,,,,2026-06-02T09:32:35Z
thefork,842852,FAAK Cibo e Vino a Ribellione Naturale,https://www.thefork.it/ristorante/faak-cibo-e-vino-a-ribellione-naturale-r842852,"Via Arnaldo da Brescia, 5, 20159, Milano",Milano,45.490547,9.182096,"Piatti vegetariani, Italiano, Mediterraneo, Europeo",€€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,49889,Piedra del Sol,https://www.thefork.it/ristorante/piedra-del-sol-r49889,"Via Emilio Cornalia, 2, 20124, Milano",Milano,45.482000,9.196810,"Messicano, Sudamericano",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,862189,Santa Margherita,https://www.thefork.it/ristorante/santa-margherita-r862189,"Via Spartaco, 16, 20135, Milano",Milano,45.458571,9.210138,"Piatti biologici, Pizzeria, Europeo, Italiano",€€,,,,,2026-06-02T09:32:35Z
thefork,855993,Tigella's,https://www.thefork.it/ristorante/tigella-s-r855993,"Viale Gabriele D'Annunzio, 7, 20123, Milano",Milano,45.454741,9.175610,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Vegetariano, Europeo",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,836838,Eppolino,https://www.thefork.it/ristorante/eppolino-r836838,"Via Melzo, 28, 20129, Milano",Milano,45.475185,9.208350,Cucina locale,€,8.1,,,,2026-06-02T09:32:35Z
thefork,810202,Giardino Ortica 10,https://www.thefork.it/ristorante/giardino-ortica-10-r810202,"Via Ortica, 10, 20134, Milano",Milano,45.470892,9.243337,"Piatti vegetariani, Di Carne, Italiano, Milanese, Pizzeria, Europeo, Lombardo",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,59163,Carlsberg Ol Osteria della Chiusa,https://www.thefork.it/ristorante/carlsberg-ol-osteria-della-chiusa-r59163,"Bastioni di Porta Nuova, 9, 20121, Milano",Milano,45.479980,9.190060,"Piatti vegetariani, Di Carne, Italiano, Mediterraneo, Europeo",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,54453,Terrazza Palestro,https://www.thefork.it/ristorante/terrazza-palestro-r54453,"Via Palestro, 2, 20121, Milano",Milano,45.472759,9.196448,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",€€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,52465,Noblesse Oblige,https://www.thefork.it/ristorante/noblesse-oblige-r52465,"Via Gaffurio, 1, 20124, Milano",Milano,45.484050,9.209970,"Piatti biologici, Piatti vegani, Piatti vegetariani, Di Pesce, Italiano, Mediterraneo, Milanese, Europeo, Lombardo",€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,852572,La Costeñita,https://www.thefork.it/ristorante/la-costenita-r852572,"Via Nicola Antonio Porpora, 143, 20131, Milano",Milano,45.486291,9.230798,"Piatti vegetariani, Sudamericano",€€,3.5,,,,2026-06-02T09:32:35Z
thefork,804875,Dumpling Mywèi Rivoli,https://www.thefork.it/ristorante/dumpling-mywei-rivoli-r804875,"Via Rivoli, 2, 20121, Milano",Milano,45.472160,9.183095,"Piatti vegetariani, Cinese, Asiatico",€,8.5,,,,2026-06-02T09:32:35Z
thefork,688029,Excalibur,https://www.thefork.it/ristorante/excalibur-r688029,"Via Ovada, 36, 20142, Milano",Milano,45.435795,9.159758,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Pizzeria, Europeo",€€€,8.5,,,,2026-06-02T09:32:35Z
thefork,627943,Frisà bistró,https://www.thefork.it/ristorante/frisa-bistro-r627943,"Via Alserio, 3, 20159, Milano",Milano,45.491447,9.184797,"Piatti vegetariani, Di Pesce, Mediterraneo",€,8.6,,,,2026-06-02T09:32:35Z
thefork,58745,Beato Te,https://www.thefork.it/ristorante/beato-te-r58745,"Via Sant'Anatalone, 16, 20147, Milano",Milano,45.447700,9.125048,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,854655,Tok Ramen,https://www.thefork.it/ristorante/tok-ramen-r854655,"Via Bramante, 9, 20154, Milano",Milano,45.479295,9.179769,"Piatti vegetariani, Giapponese, Asiatico",€€,9.2,,,,2026-06-02T09:32:35Z
thefork,842915,Ristorante Primè,https://www.thefork.it/ristorante/ristorante-prime-r842915,"Viale Francesco Crispi, 2, 20154, Milano",Milano,45.480875,9.185743,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Di Carne, Di Pesce, Mediterraneo",€€,9.2,,,,2026-06-02T09:32:35Z
thefork,837970,El Porteno Arena,https://www.thefork.it/ristorante/el-porteno-arena-r837970,"Viale Elvezia, 4, 20154, Milano",Milano,45.477473,9.179198,"Argentino, Di Carne, Sudamericano",€€€€,9.9,,,,2026-06-02T09:32:35Z
thefork,834826,Tuya Milano,https://www.thefork.it/ristorante/tuya-milano-r834826,"Piazza Bo Bardi Lina, 7, 20124, Milano",Milano,45.480693,9.196108,"Halal, Kosher, Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Mediterraneo, Europeo",€€€€,,,,,2026-06-02T09:32:35Z
thefork,752164,Giacomo Bistrot,https://www.thefork.it/ristorante/giacomo-bistrot-r752164,"Via Pasquale Sottocorno, 6, 20129, Milano",Milano,45.465410,9.208370,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Di Carne, Italiano, Mediterraneo, Europeo",€€€€,9,,,,2026-06-02T09:32:35Z
thefork,722147,Pizzeria Little Italy Tadino,https://www.thefork.it/ristorante/pizzeria-little-italy-tadino-r722147,"Via Alessandro Tadino, 41, 20124, Milano",Milano,45.480680,9.208923,"Pizzeria, Europeo, Italiano",€,9,,,,2026-06-02T09:32:35Z
thefork,852751,L'isola del Gusto,https://www.thefork.it/ristorante/l-isola-del-gusto-r852751,"Via Angelo della Pergola, 4, 20159, Milano",Milano,45.488180,9.188191,"Piatti vegetariani, Italiano, Europeo",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,850629,L'écurie - Restaurant & More,https://www.thefork.it/ristorante/l-ecurie-restaurant-more-r850629,"Bastioni di Porta Volta, 5, 20121, Milano",Milano,45.480225,9.182435,"Piatti vegetariani, Italiano, Europeo",€€€€,8.5,,,,2026-06-02T09:32:35Z
thefork,849121,Casa Artiano,https://www.thefork.it/ristorante/casa-artiano-r849121,"Via Falcone, 7, 20123, Milano",Milano,45.462292,9.187675,Napoletano,€€,8.7,,,,2026-06-02T09:32:35Z
thefork,838125,OSTERIA PUGLIESE,https://www.thefork.it/ristorante/osteria-pugliese-r838125,"Via Alessandro Tadino, 5, 20124, Milano",Milano,45.476370,9.205029,"Piatti vegetariani, Pugliese, Europeo, Italiano",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,687643,Shokuge tei,https://www.thefork.it/ristorante/shokuge-tei-r687643,"Piazzale Giovanni delle Bande Nere, 9, 20146, Milano",Milano,45.461285,9.135717,"Halal, Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Asiatico, Cinese, Di Pesce, Fusion, Giapponese",€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,464519,Signorvino - Milano Dante,https://www.thefork.it/ristorante/signorvino-milano-dante-r464519,"Via Dante, 15, 20123, Milano",Milano,45.467232,9.183245,"Piatti vegetariani, Cucina locale, Italiano, Europeo",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,50388,El Brellin,https://www.thefork.it/ristorante/el-brellin-r50388,"Vicolo dei Lavandai Alzaia Naviglio Grande, 14, 20144, Milan",Milan,45.451980,9.175320,"Piatti biologici, Piatti vegetariani, Milanese, Lombardo",€€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,825508,Chuangxiangshifu - Ristorante cinese,https://www.thefork.it/ristorante/chuangxiangshifu-ristorante-cinese-r825508,"Via Giovanni Schiaparelli, 3, 20125, Milano",Milano,45.489402,9.205283,"Piatti vegetariani, Asiatico, Cinese",€€,7.2,,,,2026-06-02T09:32:35Z
thefork,407707,L'Ancora,https://www.thefork.it/ristorante/l-ancora-r407707,"Via Capolago, 1, 20133, Milano",Milano,45.466540,9.228730,Mediterraneo,€€,8.5,,,,2026-06-02T09:32:35Z
thefork,857697,PERLA BLU,https://www.thefork.it/ristorante/perla-blu-r857697,"Via Giuseppe Ripamonti, 21, 20136, Milano",Milano,45.448072,9.197755,"Piatti vegetariani, Cucina locale, Italiano, Mediterraneo, Europeo",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,294903,La Mandorla,https://www.thefork.it/ristorante/la-mandorla-r294903,"Via Giovanni Battista Pirelli, 26, 20124, Milano",Milano,45.483949,9.197844,"Opzioni senza glutine, Piatti vegetariani, Mediterraneo",€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,54470,Finger's Garden,https://www.thefork.it/ristorante/finger-s-garden-r54470,"Via Giovanni Keplero, 2, 20124, Milano",Milano,45.492780,9.198710,"Opzioni senza glutine, Piatti vegetariani, Giapponese, Asiatico",€€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,53697,Osteria Nuovo Convento,https://www.thefork.it/ristorante/osteria-nuovo-convento-r53697,"Via Ricordi 8, 20131, Milan",Milan,45.484970,9.219400,Di Carne,€€€,9.1,,,,2026-06-02T09:32:35Z
thefork,464407,BISTROT DOLCE LUNA,https://www.thefork.it/ristorante/bistrot-dolce-luna-r464407,"Via Gaetano Airaghi, 131, 20153, Milano",Milano,45.472051,9.077937,Mediterraneo,€€€,8.8,,,,2026-06-02T09:32:35Z
thefork,843854,Tagiura,https://www.thefork.it/ristorante/tagiura-r843854,"Via Tagiura, 5, 20146, Milano",Milano,45.457872,9.150305,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Cucina locale, Di Carne, Di Pesce, Italiano, Lombardo, Vegano, Vegetariano, Europeo",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,805407,Ristorante Sun,https://www.thefork.it/ristorante/ristorante-sun-r805407,"Via Nicola Antonio Porpora, 59, 20131, Milano",Milano,45.486196,9.222851,"Opzioni senza glutine, Piatti vegetariani, Asiatico, Cinese",€,9.2,,,,2026-06-02T09:32:35Z
thefork,802196,Bistrot Ventura,https://www.thefork.it/ristorante/bistrot-ventura-r802196,"Via Privata Giovanni Ventura, 12, 20134, Milano",Milano,45.483640,9.244487,"Piatti vegetariani, Italiano, Europeo",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,421735,Joy's,https://www.thefork.it/ristorante/joy-s-r421735,"Viale Certosa, 89, 20151, Milano",Milano,45.493569,9.143346,Mediterraneo,€€€,7.5,,,,2026-06-02T09:32:35Z
thefork,219151,Giulio Pane e Ojo,https://www.thefork.it/ristorante/giulio-pane-e-ojo-r219151,"Via Lodovico Muratori, 10, 20135, Milano",Milano,45.451961,9.205080,"Opzioni senza glutine, Piatti vegetariani, Romano, Europeo, Italiano",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,201906,Al Mercante,https://www.thefork.it/ristorante/al-mercante-r201906,"Via Cesare Cantù, 7, 20123, Milano",Milano,45.463718,9.186287,"Opzioni senza glutine, Piatti vegetariani, Di Carne, Di Pesce, Italiano, Mediterraneo, Milanese, Europeo, Lombardo",€€€,8.6,,,,2026-06-02T09:32:35Z
thefork,53301,Igiban,https://www.thefork.it/ristorante/igiban-r53301,"Via Tadino, 4, 20124, Milano",Milano,45.475830,9.204780,"Opzioni senza glutine, Piatti vegetariani, Asiatico, Cinese, Giapponese",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,847677,Pollolo,https://www.thefork.it/ristorante/pollolo-r847677,"Via Luigi Canonica, 71, 20154, Milano",Milano,45.480164,9.171466,"Piatti vegetariani, Coreano, Asiatico",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,833986,Viro Steak Restaurant Milano,https://www.thefork.it/ristorante/viro-steak-restaurant-milano-r833986,"Via Lodovico Settala, 2, 20124, Milano",Milano,45.476410,9.202781,Di Carne,€€€,9,,,,2026-06-02T09:32:35Z
thefork,824332,Antica Osteria del Progresso,https://www.thefork.it/ristorante/antica-osteria-del-progresso-r824332,"Via del Progresso, 22, 20125, Milano",Milano,45.496796,9.205192,"Opzioni senza glutine, Italiano, Milanese, Europeo, Lombardo",€€€,8.4,,,,2026-06-02T09:32:35Z
thefork,817246,Sciué Washington,https://www.thefork.it/ristorante/sciue-washington-r817246,"Via Giorgio Washington, 52, 20146, Milano",Milano,45.462574,9.154548,"Piatti vegetariani, Italiano, Mediterraneo, Pizzeria, Europeo",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,755193,Ri Zhong,https://www.thefork.it/ristorante/ri-zhong-r755193,"Via Achille Maiocchi, 3, 20129, Milano",Milano,45.474939,9.211773,"Piatti vegetariani, Cinese, Giapponese, Asiatico",€,8.9,,,,2026-06-02T09:32:35Z
thefork,569565,SCIUÉ Premuda,https://www.thefork.it/ristorante/sciue-premuda-r569565,"Viale Premuda, 13, 20129, Milano",Milano,45.464854,9.206928,Mediterraneo,€€,8.9,,,,2026-06-02T09:32:35Z
thefork,465529,Shambò,https://www.thefork.it/ristorante/shambo-r465529,"Via Edolo, 1, 20125, Milano",Milano,45.491651,9.205810,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Fusion, Pizzeria, Europeo, Italiano",€€,9,,,,2026-06-02T09:32:35Z
thefork,857093,Vecchio Mulino Milano,https://www.thefork.it/ristorante/vecchio-mulino-milano-r857093,"Via Solferino, 44, 20121, Milano",Milano,45.478656,9.188517,"Opzioni senza glutine, Piatti biologici, Piatti vegetariani, Cucina locale, Italiano, Mediterraneo, Pizzeria, Europeo",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,713504,10 Corso Como Cafe,https://www.thefork.it/ristorante/10-corso-como-cafe-r713504,"Corso Como, 10, 20154, Milano",Milano,45.481942,9.187517,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Italiano, Mediterraneo, Milanese, Europeo, Lombardo",€€€€,8.8,,,,2026-06-02T09:32:35Z
