canonical_name,all_variants,geo_key,source_provenance,cluster_size,target_classification
SCIUÉ Solari,Sciuè | SCIUÉ Solari,"45.4561,9.1650",comune_milano|thefork,3,NO_TARGET
Osteria Pugliese Gatto Bianco,Osteria Pugliese Gatto Bianco,"45.4570,9.2153",comune_milano|thefork,3,NO_TARGET
Vista Darsena,Vista Darsena,"45.4532,9.1767",comune|comune_milano|osm,3,TARGET
Vetra,Vetra,"45.4517,9.1793",comune|comune_milano|osm,3,TARGET
Bar All'Angolo,Bar All'Angolo,"45.4821,9.2209",comune_milano|osm,3,AMBIGUOUS
Margot Bistrot,Margot Bistrot,"45.4903,9.1837",comune_milano,3,NO_TARGET
Largo's caffe,Largo's caffe,"45.4808,9.2364",comune|comune_milano|osm,3,TARGET
La Medina - Pasticceria e sala da té,La Medina - Pasticceria e sala da té,"45.4884,9.1604",comune_milano|osm,3,TARGET
N50Café,N50Café,"45.4715,9.2217",comune_milano|osm,3,TARGET
Pizza Napoli,Pizza Napoli,"45.4841,9.2008",comune_milano|thefork,3,NO_TARGET
Il Cafferino,Il Cafferino,"45.4755,9.1437",comune_milano|osm,3,TARGET
Bar Alba,Bar Alba,"45.4617,9.2072",comune|comune_milano|osm,3,AMBIGUOUS
Quadrifoglio,Quadrifoglio,"45.4450,9.1285",comune|comune_milano|osm,3,TARGET
Myst,Myst,"45.4839,9.2346",comune|comune_milano|osm,3,TARGET
Victory Cafè,Victory Cafè,"45.4685,9.2145",comune_milano|osm,3,TARGET
Harris Bar,Harris Bar,"45.4538,9.1580",comune|comune_milano|osm,3,TARGET
Let’s Feel Good,Let’s Feel Good,"45.4620,9.1490",comune|comune_milano|osm,3,TARGET
Braci e Taci,Braci e Taci,"45.4905,9.1008",comune_milano|thefork,3,NO_TARGET
Bokok - cucina hongkonghese,BOKOK | Bokok - cucina hongkonghese,"45.4813,9.1760",comune_milano|thefork,3,NO_TARGET
Bar Rodari,Bar Rodari,"45.4619,9.2349",comune|comune_milano|osm,3,TARGET
Dolce Vita,Dolce Vita,"45.4399,9.2249",comune_milano|osm,3,AMBIGUOUS
Bar tabacchi la darsena,Bar tabacchi la darsena,"45.4526,9.1762",comune_milano|osm,3,TARGET
Pascucci,Pascucci,"45.4840,9.2019",comune_milano|osm,3,AMBIGUOUS
Cobà,Cobà,"45.4484,9.1774",comune|comune_milano|osm,3,TARGET
Ayo Tacos,Ayo Tacos,"45.4521,9.1831",comune_milano,3,NO_TARGET
La gelateria della Musica,La gelateria della Musica,"45.4721,9.2143",comune_milano|osm,3,TARGET
Sauna Metro club Milano Centrale,Sauna Metro club Milano Centrale,"45.4893,9.2054",comune|comune_milano|osm,3,TARGET
Osteria delle Erbe,Osteria delle Erbe,"45.5145,9.2113",comune|comune_milano|osm,3,TARGET
Leyla Food & Drink,Leyla Food & Drink,"45.4526,9.2102",comune|comune_milano|osm,3,TARGET
Diana Pub,Diana Pub,"45.4536,9.2156",comune|comune_milano|osm,3,TARGET
Morsi e Rimorsi,Morsi e Rimorsi,"45.4811,9.1854",comune_milano,3,NO_TARGET
Il Cappuccino,Il Cappuccino,"45.4813,9.2360",comune_milano|osm,3,TARGET
ToTap Bar,ToTap Bar,"45.4603,9.1574",comune|comune_milano|osm,3,AMBIGUOUS
Norma's,Norma's,"45.5074,9.1782",comune_milano,3,NO_TARGET
Sushi Plus,Sushi Plus,"45.5172,9.2258",comune_milano|thefork,3,NO_TARGET
Andy Bar Cafè,Andy Bar Cafè,"45.4945,9.2357",comune|comune_milano|osm,3,TARGET
L'Angolo,L'Angolo,"45.4862,9.1635",comune|comune_milano|osm,3,TARGET
Bar I Pupari,Bar I Pupari | I Pupari,"45.4924,9.2184",comune_milano|osm|thefork,3,TARGET
Trivè Time Marghera,Trivè Time Marghera,"45.4666,9.1515",comune_milano|osm,3,TARGET
Bar Emgma,Bar Emgma,"45.5272,9.2090",comune|comune_milano|osm,3,AMBIGUOUS
Obicà Mozzarella Bar - Cusani,Obicà Mozzarella Bar - Cusani,"45.4686,9.1851",comune_milano|thefork,3,NO_TARGET
MochiMochi,MochiMochi,"45.4817,9.1792",comune_milano|osm,3,TARGET
Cake l’HUB,Cake l’HUB,"45.4535,9.1066",comune|comune_milano|osm,3,AMBIGUOUS
Drogheria Sociale,Drogheria Sociale,"45.4910,9.2155",comune_milano|osm,3,AMBIGUOUS
Bistrot Stendhal Citylife,Bistrot Stendhal Citylife,"45.4786,9.1564",comune_milano,3,NO_TARGET
matanē - XXV Aprile,Matanē | matanē - XXV Aprile,"45.4810,9.1881",comune_milano|thefork,3,NO_TARGET
Pub24,Pub24,"45.4882,9.1891",comune|comune_milano|osm,3,TARGET
Why not? bistrot,Why not? bistrot,"45.5159,9.2450",comune_milano|osm,3,AMBIGUOUS
Birrificio di Ringhiera,Birrificio di Ringhiera,"45.4258,9.2520",comune|comune_milano|osm,3,TARGET
Bar Garden,Bar Garden,"45.4623,9.2030",comune_milano|osm,3,TARGET
ZAÏA,Zaia | ZAÏA,"45.4532,9.1790",comune_milano|thefork,3,NO_TARGET
L'Isola del Tesoro,L’isola del Tesoro | L'Isola del Tesoro,"45.4588,9.1912",comune_milano|thefork,3,NO_TARGET
8 Malpighi,8 Malpighi,"45.4746,9.2075",comune|comune_milano|osm,3,TARGET
Bar Brambilla,Bar Brambilla,"45.4777,9.1923",comune|comune_milano|osm,3,TARGET
Casa della Farina Marghera,Casa della farina | Casa della Farina Marghera,"45.4664,9.1511",comune_milano|thefork,3,NO_TARGET
Pirelli 11 Caffè,Pirelli 11 Caffè,"45.4841,9.2005",comune_milano|osm,3,TARGET
Bar Basso,Bar Basso,"45.4768,9.2177",comune_milano|osm,3,TARGET
Mono Bar,Mono Bar,"45.4765,9.2040",comune_milano|osm,3,TARGET
Lucky star Ristorante Giapponese,Lucky Star | Lucky star Ristorante Giapponese,"45.4576,9.2191",comune_milano|thefork,3,NO_TARGET
Bar Articoli,Bar Articoli,"45.4996,9.1249",comune|comune_milano|osm,3,AMBIGUOUS
Terrazza Triennale - Osteria con vista,Terrazza Triennale - Osteria con vista,"45.4722,9.1736",comune_milano,3,NO_TARGET
Hop,Hop,"45.4596,9.2065",comune|comune_milano|osm,3,TARGET
Atipico caffè,Atipico caffè,"45.4600,9.1810",comune_milano|osm,3,AMBIGUOUS
Pane e Caffè,Pane e Caffè,"45.4979,9.2337",comune_milano|osm,3,TARGET
La bottega delle cialde,La bottega delle cialde,"45.4602,9.1119",comune_milano|osm,3,TARGET
Caffè Napoli,Caffè Napoli,"45.4679,9.1557",comune_milano|osm,3,TARGET
Bar Pit Stop,Bar Pit Stop,"45.5024,9.1385",comune|comune_milano|osm,3,TARGET
Bellavia,Bellavia,"45.4802,9.1713",comune_milano|osm,3,TARGET
Artista Cafe,Artista Cafe,"45.4913,9.2129",comune_milano|osm,3,TARGET
Balubà,Balubà,"45.4614,9.2117",comune|comune_milano|osm,3,AMBIGUOUS
Good Morning Caffè,Good Morning Caffè,"45.4558,9.1876",comune_milano|osm,3,AMBIGUOUS
Prestin,Prestin,"45.4680,9.1550",comune_milano|osm,3,TARGET
Amore Sicilian Bakery,Amore Sicilian Bakery,"45.4717,9.1670",comune_milano|osm,3,TARGET
Bar Caffe,Bar Caffe,"45.5126,9.1579",comune|comune_milano|osm,3,TARGET
Coraje,Coraje,"45.4720,9.1861",comune_milano|thefork,3,NO_TARGET
Cardinale by fratelli massari,Cardinale | Cardinale by fratelli massari,"45.4616,9.2002",comune_milano|thefork,3,NO_TARGET
Good Morning Cafè,Good Morning Cafè,"45.4577,9.1687",comune_milano|osm,3,AMBIGUOUS
Stravagario Bistrot,Stravagario Bistrot,"45.4885,9.1897",comune_milano,3,NO_TARGET
BellaMilano,BellaMilano,"45.4515,9.2077",comune_milano|osm,3,TARGET
Bar Simpaty,Bar Simpaty,"45.4538,9.1549",comune|comune_milano|osm,3,AMBIGUOUS
Spiller,Spiller,"45.4911,9.1860",comune|comune_milano|osm,3,TARGET
La Siciliana dal 1956,La Siciliana dal 1956,"45.4885,9.2296",comune_milano|osm,3,TARGET
Arena Piola,Arena Piola,"45.4799,9.2211",comune|comune_milano|osm,3,TARGET
Terrazza Martini,Terrazza Martini,"45.4619,9.1900",comune|comune_milano|osm,3,AMBIGUOUS
L'Alter Bar,L'Alter Bar,"45.4673,9.1737",comune_milano|osm,3,TARGET
Cià... Birretta,Cià... Birretta,"45.4549,9.1730",comune|comune_milano|osm,3,TARGET
Bomaki Porta Venezia - Milano,BoMaki | Bomaki Porta Venezia - Milano,"45.4751,9.2083",comune_milano|thefork,3,NO_TARGET
Antica cremeria San Paolo al corso,Antica cremeria San Paolo al corso,"45.4661,9.1964",comune_milano|osm,3,AMBIGUOUS
Terzo Tempo,Terzo Tempo,"45.4424,9.1453",comune|comune_milano|osm,3,TARGET
Pizzium Milano Via Pola,Pizzium | Pizzium Milano Via Pola,"45.4885,9.1945",comune_milano|thefork,3,NO_TARGET
Church81,Church81,"45.4286,9.1712",comune|comune_milano|osm,3,AMBIGUOUS
Turnè,Turnè,"45.4749,9.2091",comune|comune_milano|osm,3,TARGET
Tri Malnatt,Tri Malnatt,"45.5079,9.2458",comune|comune_milano|osm,3,TARGET
Sorsi e Sorrisi,Sorsi e Sorrisi | Sorsi&Sorrisi,"45.4476,9.1802",comune_milano|osm|thefork,3,TARGET
Steven Hill Coffe,Steven Hill Coffe,"45.4621,9.2097",comune|comune_milano|osm,3,TARGET
LUX Gourmet Social Club,LUX Gourmet Social Club,"45.4868,9.2332",comune|comune_milano|osm,3,AMBIGUOUS
Top Missori,Top Missori,"45.4607,9.1884",comune_milano|osm|thefork,3,TARGET
JJ's Corner,JJ's Corner. | JJ's Corner,"45.4811,9.2352",comune|comune_milano|osm,3,TARGET
Giglio Bar,Giglio Bar,"45.4883,9.2101",comune|comune_milano|osm,3,TARGET
Bar Plaza,Bar Plaza,"45.4729,9.2296",comune|comune_milano|osm,3,AMBIGUOUS
Alibi Music & Spirits,Alibi Music & Spirits,"45.5063,9.2247",comune|comune_milano|osm,3,TARGET
Rab,Rab,"45.4478,9.1797",comune_milano|osm,3,AMBIGUOUS
Bar Miani,Bar Miani,"45.4379,9.1546",comune|comune_milano|osm,3,TARGET
Baltic bar,Baltic bar | Balticbar,"45.4645,9.1813",comune_milano|osm|thefork,3,TARGET
B cafè,B cafè,"45.4835,9.2150",comune|comune_milano|osm,3,AMBIGUOUS
Luca's Bar,Luca's Bar,"45.4575,9.1811",comune|comune_milano|osm,3,TARGET
Unplug,Unplug,"45.4505,9.2044",comune|comune_milano|osm,3,TARGET
Bar Via REMBRANDT 12,Bar Via REMBRANDT 12 | Bar Via REMBRANDT 9,"45.4674,9.1387",comune_milano,3,TARGET
Bar Via MERCANTINI LUIGI 16,Bar Via MERCANTINI LUIGI 9 | Bar Via MERCANTINI LUIGI 16 | Bar Via MERCANTINI LUIGI 11,"45.5018,9.1640",comune_milano,3,TARGET
Bar Corso GENOVA 19,Bar Corso GENOVA 19 | Bar Corso GENOVA 22,"45.4569,9.1751",comune_milano,3,TARGET
Bar Via BERTACCHI GIOVANNI 2,Bar Via BERTACCHI GIOVANNI 2,"45.4496,9.1803",comune_milano,3,TARGET
Bar Via ARSIA 7,Bar Via ARSIA 7,"45.5155,9.1277",comune_milano,3,TARGET
Bar Via PONALE 66,Bar Via PONALE 66,"45.5235,9.2061",comune_milano,3,AMBIGUOUS
Bar Via CRISTOFORO FRA' 1,Bar Via CRISTOFORO FRA' 1,"45.4362,9.1737",comune_milano,3,TARGET
Bar Via MASANIELLO 14,Bar Via MASANIELLO 14 | Bar Via MASANIELLO 12,"45.4624,9.0918",comune_milano,3,TARGET
Bar Corso VENTIDUE MARZO 30,Bar Corso VENTIDUE MARZO 30 | Bar Corso VENTIDUE MARZO 37,"45.4621,9.2178",comune_milano,3,NO_TARGET
Bar Via TOLSTOI LEONE 1,Bar Via TOLSTOI LEONE 1,"45.4491,9.1520",comune_milano,3,NO_TARGET
Bar Corso MATTEOTTI GIACOMO 4,Bar Corso MATTEOTTI GIACOMO 4 | Bar Corso MATTEOTTI GIACOMO 6,"45.4669,9.1943",comune_milano,3,NO_TARGET
Bar Via IMBONATI CARLO 23,Bar Via IMBONATI CARLO 23 | Bar Via IMBONATI CARLO 18 | Bar Via IMBONATI CARLO 20,"45.5001,9.1834",comune_milano,3,NO_TARGET
Bar Via AGNESE (SANT') 16,Bar Via AGNESE (SANT') 16 | Bar Via AGNESE (SANT') 12 | Bar Via AGNESE (SANT') 14,"45.4647,9.1766",comune_milano,3,NO_TARGET
Bar Viale PIAVE 12,Bar Viale PIAVE 8 | Bar Viale PIAVE 12 | Bar Viale PIAVE 9,"45.4699,9.2069",comune_milano,3,TARGET
Bar Via PRINCIPE EUGENIO 23,Bar Via PRINCIPE EUGENIO 23 | Bar Via PRINCIPE EUGENIO 21,"45.4899,9.1644",comune_milano,3,TARGET
Bar Via BERGOGNONE AMBROGIO DA FOSSANO 9,Bar Via BERGOGNONE AMBROGIO DA FOSSANO 9,"45.4559,9.1626",comune_milano,3,NO_TARGET
Bar Via EUSTACHI BARTOLOMEO 32,Bar Via EUSTACHI BARTOLOMEO 32 | Bar Via EUSTACHI BARTOLOMEO 25,"45.4770,9.2147",comune_milano,3,TARGET
Bar Corso VERCELLI 25N18,Bar Corso VERCELLI 20 | Bar Corso VERCELLI 25N18 | Bar Corso VERCELLI 20N03,"45.4664,9.1615",comune_milano,3,NO_TARGET
Bar Piazza DUCA D'AOSTA 9,Bar Piazza DUCA D'AOSTA 9,"45.4858,9.2019",comune_milano,3,TARGET
Bar Viale SARCA 336,Bar Viale SARCA 336,"45.5255,9.2145",comune_milano,3,TARGET
Bar Corso PORTA ROMANA (DI) 51,Bar Corso PORTA ROMANA (DI) 51 | Bar Corso PORTA ROMANA (DI) 55,"45.4571,9.1944",comune_milano,3,TARGET
Bar Via GIACOSA GIUSEPPE 12,Bar Via GIACOSA GIUSEPPE 12 | Bar Via GIACOSA GIUSEPPE 11,"45.4920,9.2228",comune_milano,3,TARGET
Bar Viale MONTE NERO 16A,Bar Viale MONTE NERO 16A,"45.4542,9.2040",comune_milano,3,NO_TARGET
Brasserie Bruxelles,Brasserie Bruxelles,"45.4788,9.2167",comune|osm,3,TARGET
Malt,Malt,"45.4873,9.1673",comune|osm,3,TARGET
Morgante cocktail & soul,Morgante cocktail & soul,"45.4521,9.1751",comune|osm,3,TARGET
Brewfist pub,Brewfist pub,"45.4463,9.1777",comune|osm,3,AMBIGUOUS
Vinyl,Vinyl,"45.4876,9.1876",comune|osm,3,AMBIGUOUS
Gelato di Gaia,Gelato di Gaia,"45.4761,9.2241",comune|osm,3,AMBIGUOUS
Deseo,Deseo,"45.4765,9.1719",comune|osm,3,TARGET
Lord,Lord,"45.4697,9.2215",comune|osm|thefork,3,AMBIGUOUS
Mind the Step,Mind the Step,"45.4745,9.2234",comune|osm,3,TARGET
Pils Pub,Pils Pub,"45.4772,9.1746",comune|osm|thefork,3,TARGET
City Life Cafe,City Life Cafe,"45.4795,9.1459",comune|osm,3,AMBIGUOUS
Morna,Morna,"45.4528,9.1663",comune|osm,3,TARGET
Scott Joplin,Scott Joplin,"45.5159,9.1887",comune|osm,3,TARGET
Top Down Nightclub,Top Down Nightclub,"45.4616,9.1910",comune|osm,3,TARGET
Red Cafè,Red Cafè,"45.4768,9.2040",comune|osm,3,TARGET
Drago Verde,Drago Verde,"45.4822,9.1812",comune|osm,3,AMBIGUOUS
Biffino Manzoni,Biffino Manzoni,"45.4690,9.1916",comune|osm,3,AMBIGUOUS
Barotto,Barotto,"45.4692,9.1712",comune|osm,3,AMBIGUOUS
Shon Cafè,Shon Cafè,"45.4165,9.1776",comune|osm,3,AMBIGUOUS
Classico,"Classico | CLASSICO Trattoria & Cocktail, corso como","45.4827,9.1864",comune|osm|thefork,3,AMBIGUOUS
Rita & Cocktails,Rita & Cocktails,"45.4504,9.1699",comune|osm,3,TARGET
Cosmos,Cosmos,"45.4880,9.1876",comune|osm,3,TARGET
Flamingo,Flamingo,"45.4812,9.1863",comune|osm,3,AMBIGUOUS
Barona,Barona,"45.4374,9.1540",comune|osm,3,AMBIGUOUS
Banco d'assaggio,Banco d'assaggio,"45.4649,9.2145",comune|osm,3,TARGET
Steam Factory,Steam Factory,"45.4511,9.1727",comune|osm,3,AMBIGUOUS
Civico 131,Civico 131,"45.5029,9.1617",comune|osm,3,TARGET
Leila,Leila,"45.4930,9.2202",comune|osm,3,TARGET
Murphy's Law,Murphy's Law,"45.4550,9.1667",comune|osm,3,TARGET
Exotica,Exotica,"45.4826,9.1850",comune|osm,3,AMBIGUOUS
Skandalo Lounge Bar,Skandalo Lounge Bar,"45.4890,9.2134",comune|osm,3,TARGET
Marco's,Marco's,"45.4626,9.1728",comune|osm,3,AMBIGUOUS
The Gallery Bar,The Gallery Bar,"45.4523,9.1602",comune|osm,3,AMBIGUOUS
Beluga,Beluga,"45.4777,9.1988",comune|osm,3,TARGET
Luca & Andrea,Luca & Andrea,"45.4515,9.1729",comune|osm,3,TARGET
Booz,Booz,"45.4897,9.1893",comune|osm,3,TARGET
la Gintoneria,la Gintoneria,"45.4825,9.2030",comune|osm,3,TARGET
Ponte Vecchio Pub,Ponte Vecchio Pub,"45.4491,9.1771",comune|osm,3,TARGET
Navigli Craft Beer,Navigli Craft Beer,"45.4513,9.1720",comune|osm,3,TARGET
Calice di vino,Calice di vino,"45.4677,9.2290",comune|osm,3,TARGET
Gecko23,Gecko23,"45.4445,9.2081",comune|osm,3,TARGET
TUSA,TUSA | Tusa Isola Cocktail Bar,"45.4895,9.1892",comune|osm|thefork,3,TARGET
Straf Bar,Straf Bar,"45.4653,9.1912",comune|osm,3,AMBIGUOUS
Pestalozzi 1,Pestalozzi 1,"45.4473,9.1551",comune|osm,3,AMBIGUOUS
Bomaki,Bomaki | Bomaki Sempione - Milano,"45.4776,9.1703",comune|osm|thefork,3,AMBIGUOUS
Shilling's,Shilling's,"45.4620,9.1909",comune|osm,3,TARGET
The Good Life,The Good Life,"45.4892,9.1830",comune|osm,3,AMBIGUOUS
Pause,Pause,"45.4805,9.2123",comune|osm,3,AMBIGUOUS
Noma29,Noma29,"45.4837,9.1643",comune|osm,3,TARGET
FLOW,FLOW,"45.5150,9.2127",comune|osm,3,AMBIGUOUS
Prestin,Prestin,"45.4784,9.1849",comune|osm,3,TARGET
Parco Milano,Parco Milano,"45.4759,9.1713",comune|osm,3,TARGET
Bhangrabar,Bhangrabar,"45.4763,9.1712",comune|osm,3,TARGET
Vineria Tut a Post,Vineria Tut a Post,"45.4706,9.2276",comune|osm,3,TARGET
BeerShow,BeerShow,"45.4891,9.1892",comune|osm,3,AMBIGUOUS
Spiller,Spiller,"45.4561,9.1649",comune|osm,3,TARGET
Cantiere,Cantiere | Cantiere Hambirreria Milano,"45.4788,9.1856",comune|osm|thefork,3,AMBIGUOUS
Babitonga Cafè,Babitonga Cafè,"45.4815,9.1845",comune|osm,3,AMBIGUOUS
Varesina Cafè,Varesina Cafè,"45.5020,9.1402",comune|osm,3,TARGET
Il Sidro,Il Sidro,"45.4805,9.2134",comune|osm,3,AMBIGUOUS
La Belle Aurore,La Belle Aurore,"45.4720,9.2144",comune|osm,3,TARGET
Taxi Blues,Taxi Blues,"45.4511,9.1873",comune|osm,3,AMBIGUOUS
Dejavu,Dejavu,"45.4476,9.1767",comune|osm,3,TARGET
Birrificio Italiano,Birrificio Italiano | Birrificio Italiano Milano Centrale,"45.4882,9.2089",comune|osm|thefork,3,TARGET
Pinta e Basta,Pinta e Basta,"45.4497,9.2024",comune|osm,3,TARGET
Barrique Enoteca e Degustazione,Barrique Enoteca e Degustazione,"45.4898,9.1889",comune|osm,3,TARGET
Green,Green,"45.4570,9.1611",comune|osm,3,TARGET
Kingston,Kingston,"45.4813,9.1812",comune|osm,3,TARGET
Cin cin,Cin cin | Cin Cin,"45.4796,9.2105",comune|osm|thefork,3,TARGET
The Old Fox Pub,The Old Fox Pub | Old Fox Pub,"45.4588,9.1707",comune|osm|thefork,3,TARGET
Abbracci Bistrot,Abbracci Bistrot,"45.4513,9.1712",comune|osm|thefork,3,TARGET
Ceresio 7,Ceresio 7,"45.4835,9.1803",comune|osm|thefork,3,TARGET
Clorofilla,Clorofilla | Ristorante Clorofilla,"45.4828,9.1865",comune|osm|thefork,3,TARGET
Lacerba,Lacerba,"45.4549,9.1995",comune|osm|thefork,3,TARGET
Bodeguita del Medio,Bodeguita del Medio | La Bodeguita del Medio,"45.4523,9.1822",comune|osm|thefork,3,TARGET
Gesto,Gesto | Gesto Milano,"45.4735,9.2078",comune|osm|thefork,3,TARGET
The Dome,The Dome | The Dome Milano / Rooftop,"45.4635,9.1884",comune|osm|thefork,3,TARGET
The Beach Milano,The Beach Milano,"45.4705,9.2552",comune|osm,3,TARGET
Aroma Napoletano Casa Aroma,Aroma Napoletano | Aroma Napoletano Casa Aroma,"45.4899,9.1899",osm,3,TARGET
DaVittorio café Loius Vuitton,DaVittorio café Loius Vuitton | DaV by Da Vittorio Louis Vuitton | Da Vittorio Cafè Louis Vuitton,"45.4673,9.1967",osm|thefork,3,TARGET
Sol y Luna,Sol y Luna,"45.4871,9.1956",comune_milano,2,NO_TARGET
Mai dire bar,Mai dire bar,"45.4874,9.2098",comune_milano|osm,2,TARGET
Bar Bonfadini,Bar Bonfadini,"45.4448,9.2463",comune_milano|osm,2,TARGET
Salotto Brera,Salotto Brera,"45.4753,9.1891",comune_milano|thefork,2,NO_TARGET
Snubar,Snubar,"45.4645,9.1553",comune_milano,2,NO_TARGET
Yifan,Yifan,"45.4555,9.1642",comune_milano,2,NO_TARGET
Picanha's Top Carne- Piazzale Lotto,Picanha's | Picanha's Top Carne- Piazzale Lotto,"45.4807,9.1436",comune_milano|thefork,2,NO_TARGET
MaJuDa,MaJuDa,"45.4269,9.1787",comune_milano|osm,2,AMBIGUOUS
Fusion Restaurant Il Nuovo Secolo,Fusion Restaurant Il Nuovo Secolo,"45.4606,9.1489",comune_milano,2,NO_TARGET
Hard Rock Cafe Milan,Hard Rock Cafe | Hard Rock Cafe Milan,"45.4662,9.1847",comune_milano|thefork,2,NO_TARGET
NUI City Jungle Cafè,NUI City Jungle Cafè,"45.4752,9.1942",comune_milano,2,NO_TARGET
cirispaccio,cirispaccio,"45.4808,9.1708",comune_milano,2,NO_TARGET
Pan Caffè,Pan Caffè,"45.5008,9.1669",comune_milano|osm,2,AMBIGUOUS
Bar Brianza,Bar Brianza,"45.4867,9.2153",comune_milano|osm,2,TARGET
Ristorante La Carrettiera - Da Franca e Lillo,Ristorante La Carrettiera - Da Franca e Lillo,"45.4998,9.1685",comune_milano,2,NO_TARGET
Bar Happy,Bar Happy,"45.4261,9.2515",comune_milano|osm,2,AMBIGUOUS
Meet Bar,Meet Bar,"45.4743,9.2109",comune_milano|osm,2,TARGET
Kyo,Kyo,"45.4874,9.1673",comune_milano,2,NO_TARGET
Kafana,Kafana,"45.4821,9.1976",comune_milano|osm,2,AMBIGUOUS
Kagurazaka Saryō Milano,Kagurazaka Saryō Milano,"45.4821,9.1875",comune_milano,2,NO_TARGET
Pandemus,Pandemus,"45.4778,9.1741",comune_milano|osm,2,AMBIGUOUS
La Versa 4,La Versa 4,"45.4961,9.2351",comune_milano|osm,2,TARGET
Gran Caffè Visconteo,Gran Caffè Visconteo,"45.4640,9.1883",comune_milano|osm,2,AMBIGUOUS
Family Bar,Family Bar,"45.5175,9.2450",comune_milano|osm,2,TARGET
Marecrudo,Marecrudo,"45.4528,9.2011",comune_milano,2,NO_TARGET
La Rocchetta,La Rocchetta,"45.4689,9.1763",comune_milano|osm,2,AMBIGUOUS
Bar del 106,Bar del 106,"45.4995,9.2209",comune_milano|osm,2,TARGET
Emporio Armani Cafè,Emporio Armani Cafè,"45.4704,9.1925",comune_milano|osm,2,TARGET
Bar Castelli,Bar Castelli,"45.4991,9.1503",comune_milano|osm,2,TARGET
Shinko,Shinko,"45.4540,9.1639",comune_milano,2,NO_TARGET
Bar Piazza,Bar Piazza,"45.5059,9.2244",comune_milano|osm,2,TARGET
Meravigli 13,Meravigli 13,"45.4657,9.1820",comune_milano|osm,2,TARGET
Pancaffè Caffetteria,Pancaffè Caffetteria,"45.4501,9.1377",comune_milano|osm,2,TARGET
Osteria democratica,Osteria democratica,"45.4462,9.1777",comune_milano,2,NO_TARGET
Ristorante Pizzeria Bottarelli,Ristorante Pizzeria Bottarelli,"45.4772,9.2092",comune_milano,2,NO_TARGET
La Dolce Fantasia,La Dolce Fantasia,"45.4888,9.2033",comune_milano|osm,2,AMBIGUOUS
Bruschetteria Grill & BBQ,Bruschetteria Grill & BBQ,"45.4782,9.2093",comune_milano,2,NO_TARGET
Stella Marina,Stella Marina,"45.5036,9.2453",comune_milano,2,NO_TARGET
La Cantina di Franco,La Cantina di Franco,"45.4686,9.1523",comune_milano,2,NO_TARGET
Viale Corsica 12,Viale Corsica 12,"45.4620,9.2252",comune_milano|osm,2,TARGET
L'insolita pescheria,L'insolita pescheria,"45.4732,9.2244",comune_milano,2,NO_TARGET
DeRos,DeRos,"45.4686,9.1904",comune_milano,2,NO_TARGET
On the road,On the road,"45.4975,9.1824",comune_milano|osm,2,AMBIGUOUS
Chocolat,Chocolat,"45.4678,9.1741",comune_milano|osm,2,AMBIGUOUS
Caffè di via Vivaio,Caffè di via Vivaio,"45.4700,9.2039",comune_milano|osm,2,AMBIGUOUS
Panificio Danelli,Panificio Danelli,"45.4854,9.2334",comune_milano|osm,2,TARGET
Kebabbar,Kebabbar,"45.4620,9.2189",comune_milano,2,NO_TARGET
40 Pizza e Cucina,40 Pizza e Cucina,"45.4756,9.2054",comune_milano,2,NO_TARGET
Bar Atlantic,Bar Atlantic,"45.4856,9.1642",comune_milano|osm,2,AMBIGUOUS
el Tabacchè,el Tabacchè,"45.4457,9.2479",comune_milano|osm,2,TARGET
Pizzeria Napule è,Pizzeria Napule è,"45.4538,9.2192",comune_milano,2,NO_TARGET
Caffè Teatro,Caffè Teatro,"45.4704,9.2134",comune_milano|osm,2,TARGET
San Gregorio,San Gregorio,"45.4778,9.2078",comune_milano|osm,2,TARGET
Happy Bar,Happy Bar,"45.4961,9.2076",comune_milano|osm,2,TARGET
Sushi II,Sushi II,"45.4667,9.2114",comune_milano,2,NO_TARGET
Jo Cafe,Jo Cafe,"45.4875,9.1886",comune_milano|osm,2,TARGET
J & M bar,J & M bar,"45.4606,9.1171",comune_milano|osm,2,TARGET
Bar Mondino 1994,Bar Mondino 1994,"45.4804,9.1772",comune_milano|osm,2,TARGET
Ma Ma Xiang,Ma Ma Xiang,"45.4824,9.1770",comune_milano|osm,2,TARGET
Bar 30 E Lode,Bar 30 E Lode,"45.4807,9.2252",comune_milano|osm,2,TARGET
Golden Bar,Golden Bar,"45.4265,9.2510",comune_milano|osm,2,TARGET
Food su misura,Food su misura,"45.4671,9.1846",comune_milano,2,NO_TARGET
Hall of Fame,Hall of Fame,"45.4670,9.1548",comune_milano,2,NO_TARGET
Stoica Bar,Stoica Bar,"45.4624,9.1872",comune_milano|osm,2,TARGET
Carpe Diem Bar,Carpe Diem Bar,"45.4772,9.1745",comune_milano|osm,2,TARGET
Bar Capolinea 2,Bar Capolinea 2,"45.4292,9.2564",comune_milano|osm,2,TARGET
Avenue Cafe,Avenue Cafe,"45.4370,9.1620",comune_milano|osm,2,TARGET
Chez Nous,Chez Nous,"45.4491,9.2028",comune_milano|osm,2,AMBIGUOUS
Antica Focacceria San Francesco,Antica Focacceria San Francesco,"45.4663,9.1930",comune_milano,2,NO_TARGET
Bar 4 Strade,Bar 4 Strade,"45.5112,9.2153",comune_milano|osm,2,TARGET
