canonical_name,all_variants,geo_key,source_provenance,cluster_size,target_classification
Bar Via SANZIO RAFFAELLO 30,Bar Via SANZIO RAFFAELLO 30,"45.4675,9.1508",comune_milano,2,TARGET
Bar Via PETROCCHI POLICARPO 1,Bar Via PETROCCHI POLICARPO 1 | Bar Via PETROCCHI POLICARPO 2,"45.5022,9.2218",comune_milano,2,NO_TARGET
Bar Via MAC MAHON 46,Bar Via MAC MAHON 46,"45.4917,9.1611",comune_milano,2,NO_TARGET
Bar Via FORZE ARMATE (DELLE) 7,Bar Via FORZE ARMATE (DELLE) 7,"45.4634,9.1390",comune_milano,2,TARGET
Bar Via CORELLI ARCANGELO 56,Bar Via CORELLI ARCANGELO 56 | Bar Via CORELLI ARCANGELO 42,"45.4710,9.2533",comune_milano,2,TARGET
Bar Viale LUCANIA 30,Bar Viale LUCANIA 30,"45.4439,9.2245",comune_milano,2,TARGET
Bar Via CASCINA BAROCCO 1,Bar Via CASCINA BAROCCO 1 | Bar Via CASCINA BAROCCO 3,"45.4607,9.1088",comune_milano,2,TARGET
Bar Via VOGHERA 4,Bar Via VOGHERA 4,"45.4546,9.1685",comune_milano,2,TARGET
Bar Via SANTAGOSTINO PAOLO 1,Bar Via SANTAGOSTINO PAOLO 1,"45.5161,9.1942",comune_milano,2,NO_TARGET
Bar Via SCANINI ALESSANDRO 82,Bar Via SCANINI ALESSANDRO 82,"45.4698,9.0904",comune_milano,2,TARGET
Bar Via IMBONATI CARLO 60,Bar Via IMBONATI CARLO 60 | Bar Via IMBONATI CARLO 61,"45.5035,9.1809",comune_milano,2,NO_TARGET
Bar Via TIZIANO 13,Bar Via TIZIANO 13,"45.4721,9.1578",comune_milano,2,NO_TARGET
Bar Via FERRIERI ENZO 16,Bar Via FERRIERI ENZO 16,"45.4775,9.0909",comune_milano,2,TARGET
Bar Viale FORLANINI ENRICO 23,Bar Viale FORLANINI ENRICO 23,"45.4622,9.2416",comune_milano,2,NO_TARGET
Bar Piazzale SPORT (DELLO) 14,Bar Piazzale SPORT (DELLO) 14 | Bar Piazzale SPORT (DELLO) 16,"45.4808,9.1284",comune_milano,2,NO_TARGET
Bar Via FORCELLA VINCENZO 13,Bar Via FORCELLA VINCENZO 6 | Bar Via FORCELLA VINCENZO 13,"45.4525,9.1670",comune_milano,2,NO_TARGET
Bar Via CINQUE MAGGIO 11,Bar Via CINQUE MAGGIO 11,"45.5098,9.1326",comune_milano,2,TARGET
Bar Via AIROLO 4,Bar Via AIROLO 4,"45.4997,9.1939",comune_milano,2,TARGET
Bar Via CUORE IMMACOLATO DI MARIA 12A,Bar Via CUORE IMMACOLATO DI MARIA 12A,"45.4359,9.1955",comune_milano,2,TARGET
Bar Viale MISURATA 9,Bar Viale MISURATA 9,"45.4579,9.1514",comune_milano,2,TARGET
Bar Via MAGOLFA 25,Bar Via MAGOLFA 25 | Bar Via MAGOLFA 21,"45.4497,9.1745",comune_milano,2,TARGET
Bar Galleria BORELLA GIUSEPPE 3,Bar Galleria BORELLA GIUSEPPE 3 | Bar Galleria BORELLA GIUSEPPE 1,"45.4638,9.1749",comune_milano,2,AMBIGUOUS
Bar Via BOSCO DON GIOVANNI 27,Bar Via BOSCO DON GIOVANNI 27,"45.4428,9.2150",comune_milano,2,NO_TARGET
Bar Via MILAZZO 6,Bar Via MILAZZO 6 | Bar Via MILAZZO 9,"45.4793,9.1876",comune_milano,2,NO_TARGET
Bar Via ZUMBINI BONAVENTURA 27,Bar Via ZUMBINI BONAVENTURA 27 | Bar Via ZUMBINI BONAVENTURA 22,"45.4412,9.1578",comune_milano,2,TARGET
Bar Via GIOVANNI DA PROCIDA 5,Bar Via GIOVANNI DA PROCIDA 5,"45.4793,9.1624",comune_milano,2,NO_TARGET
Bar Via RUGGERO DI LAURIA 22,Bar Via RUGGERO DI LAURIA 22 | Bar Via RUGGERO DI LAURIA 15,"45.4868,9.1563",comune_milano,2,NO_TARGET
Bar Piazzale SELINUNTE 2AN01,Bar Piazzale SELINUNTE 2AN01 | Bar Piazzale SELINUNTE 2AN05,"45.4713,9.1379",comune_milano,2,NO_TARGET
Bar Via VARESINA 13,Bar Via VARESINA 13,"45.4943,9.1484",comune_milano,2,TARGET
Bar Piazzale LUGANO 4,Bar Piazzale LUGANO 4,"45.4984,9.1669",comune_milano,2,NO_TARGET
Bar Via COSENZ ENRICO 54,Bar Via COSENZ ENRICO 54,"45.5075,9.1624",comune_milano,2,TARGET
Bar Via ALCUINO 1,Bar Via ALCUINO 1,"45.4819,9.1558",comune_milano,2,NO_TARGET
Bar Via BIONDI EZIO 5,Bar Via BIONDI EZIO 5,"45.4873,9.1604",comune_milano,2,TARGET
Bar Via CHIESA ROSSA (DELLA) 53,Bar Via CHIESA ROSSA (DELLA) 53,"45.4317,9.1730",comune_milano,2,TARGET
Bar Via FIORAVANTI ARISTOTILE 6,Bar Via FIORAVANTI ARISTOTILE 6 | Bar Via FIORAVANTI ARISTOTILE 4,"45.4832,9.1777",comune_milano,2,NO_TARGET
Bar Corso VENTIDUE MARZO 25,Bar Corso VENTIDUE MARZO 25,"45.4624,9.2128",comune_milano,2,NO_TARGET
Bar Via CARDINALE MEZZOFANTI 29,Bar Via CARDINALE MEZZOFANTI 29,"45.4652,9.2350",comune_milano,2,TARGET
Bar Corso PORTA VITTORIA (DI) 40C,Bar Corso PORTA VITTORIA (DI) 40C,"45.4621,9.2042",comune_milano,2,TARGET
Bar Via PASOLINI PIER PAOLO 3,Bar Via PASOLINI PIER PAOLO 3,"45.5068,9.1034",comune_milano,2,NO_TARGET
Bar Viale RICHARD GIULIO 1,Bar Viale RICHARD GIULIO 1,"45.4453,9.1467",comune_milano,2,NO_TARGET
Bar Via PALESTRO 24,Bar Via PALESTRO 24,"45.4720,9.2019",comune_milano,2,TARGET
Bar Corso VENEZIA 6,Bar Corso VENEZIA 6 | Bar Corso VENEZIA 2,"45.4672,9.1983",comune_milano,2,TARGET
Bar Via FRIULI 51,Bar Via FRIULI 51,"45.4551,9.2138",comune_milano,2,TARGET
Bar Via FAA' DI BRUNO EMILIO 20,Bar Via FAA' DI BRUNO EMILIO 20,"45.4513,9.2232",comune_milano,2,TARGET
Bar Viale CAPRILLI FEDERICO 30,Bar Viale CAPRILLI FEDERICO 30,"45.4805,9.1320",comune_milano,2,TARGET
Bar Via CARDINALE MEZZOFANTI 4,Bar Via CARDINALE MEZZOFANTI 4,"45.4627,9.2353",comune_milano,2,TARGET
Bar Via CUSAGO 47,Bar Via CUSAGO 47,"45.4614,9.0833",comune_milano,2,TARGET
Bar Via KRAMER ANTONIO 20,Bar Via KRAMER ANTONIO 20,"45.4709,9.2087",comune_milano,2,AMBIGUOUS
Bar Via COLLEONI BARTOLOMEO 14,Bar Via COLLEONI BARTOLOMEO 14,"45.4823,9.1526",comune_milano,2,TARGET
Bar Via GREGORIO (SAN) 23,Bar Via GREGORIO (SAN) 23 | Bar Via GREGORIO (SAN) 25,"45.4790,9.2053",comune_milano,2,TARGET
Bar Via BELGIOIOSO CRISTINA 171,Bar Via BELGIOIOSO CRISTINA 171,"45.5222,9.0995",comune_milano,2,NO_TARGET
Bar Via HAYEZ FRANCESCO 13,Bar Via HAYEZ FRANCESCO 13,"45.4753,9.2162",comune_milano,2,TARGET
Bar Via CALINDRI ERNESTO 4,Bar Via CALINDRI ERNESTO 4,"45.4428,9.1620",comune_milano,2,NO_TARGET
Bar Via LOMBROSO CESARE 54,Bar Via LOMBROSO CESARE 54,"45.4552,9.2321",comune_milano,2,NO_TARGET
Bar Via PIRELLI GIOVANNI BATTISTA 33,Bar Via PIRELLI GIOVANNI BATTISTA 33,"45.4839,9.1966",comune_milano,2,NO_TARGET
Bar Via MOSSO ANGELO,Bar Via MOSSO ANGELO,"45.4960,9.2262",comune_milano,2,TARGET
Bar Via RONCHI 13,Bar Via RONCHI 13,"45.4874,9.2370",comune_milano,2,TARGET
Bar dell'angolo,Bar dell'angolo,"45.4509,9.1989",comune|osm,2,AMBIGUOUS
Free Time's Cafe,Free Time's Cafe,"45.4321,9.2418",comune|osm,2,TARGET
Cactus Joe,Cactus Joe,"45.4510,9.1701",comune|osm,2,TARGET
Dim Sum,Dim Sum,"45.4625,9.2296",comune|osm,2,TARGET
L'elisir,L'elisir,"45.4827,9.2352",comune|osm,2,TARGET
Armani Privè,Armani Privè,"45.4708,9.1931",comune|osm,2,AMBIGUOUS
Ciu's,Ciu's,"45.4818,9.2136",comune|osm,2,TARGET
Mag La Pusterla,Mag La Pusterla,"45.4587,9.1783",comune|osm,2,TARGET
Choco Rock,Choco Rock,"45.4853,9.1618",comune,2,TARGET
Caffecioccolata,Caffecioccolata,"45.4566,9.1622",comune|osm,2,AMBIGUOUS
GOOD TIME,GOOD TIME,"45.4873,9.1716",comune|osm,2,TARGET
Mama's,Mama's,"45.4419,9.1210",comune|osm,2,TARGET
Buttiga,Buttiga,"45.4471,9.2077",comune|osm,2,TARGET
Barz'8,Barz'8,"45.4414,9.1513",comune|osm,2,TARGET
Nordest,Nordest,"45.4892,9.1887",comune|osm,2,TARGET
bArT,bArT,"45.4809,9.1888",comune|osm,2,TARGET
Radicana Caffè,Radicana Caffè,"45.4808,9.2312",comune|osm,2,AMBIGUOUS
El Sol Del Sur,El Sol Del Sur,"45.4411,9.2245",comune|osm,2,AMBIGUOUS
Quadronno,Quadronno,"45.4543,9.1957",comune|osm,2,TARGET
Blender,Blender,"45.4686,9.2235",comune|osm,2,TARGET
Sirio caffé,Sirio caffé,"45.4406,9.1509",comune|osm,2,TARGET
Il bancale,Il bancale,"45.4805,9.2341",comune|osm,2,TARGET
Monica,Monica,"45.4512,9.2032",comune|osm,2,AMBIGUOUS
Union Club,Union Club,"45.4725,9.2286",comune|osm,2,TARGET
Bricks,Bricks,"45.4489,9.1776",comune|osm,2,TARGET
Bottiglieria Popolare,Bottiglieria Popolare,"45.4510,9.1548",comune|osm,2,TARGET
T9 Coffee & Cocktails,T9 Coffee & Cocktails,"45.4584,9.1487",comune|osm,2,TARGET
Hollywood,Hollywood,"45.4826,9.1872",comune|osm,2,TARGET
Caffé Sudan,Caffé Sudan,"45.4526,9.1650",comune|osm,2,TARGET
Riviera,Riviera,"45.4863,9.1596",comune|osm,2,AMBIGUOUS
Zanzibar,Zanzibar,"45.5026,9.1975",comune|osm,2,TARGET
Bar Giggia,Bar Giggia,"45.4477,9.1302",comune|osm,2,TARGET
L'Angolo,L'Angolo,"45.4440,9.1739",comune|osm,2,TARGET
Filly,Filly,"45.4564,9.1656",comune|osm,2,TARGET
Club 23,Club 23,"45.4888,9.2054",comune|osm,2,TARGET
R113 Ripa's Drink,R113 Ripa's Drink,"45.4485,9.1604",comune|osm,2,TARGET
The Ghost Pub,The Ghost Pub,"45.4984,9.1865",comune|osm,2,TARGET
Twenty-Five,Twenty-Five,"45.4423,9.1447",comune|osm,2,AMBIGUOUS
Covino Club Cafe,Covino Club Cafe,"45.4773,9.1921",comune|osm,2,TARGET
Happy Hour,Happy Hour,"45.5170,9.1204",comune|osm,2,TARGET
Golden Lion,Golden Lion,"45.4945,9.1861",comune|osm,2,TARGET
XXI Secolo,XXI Secolo,"45.4837,9.1703",comune|osm,2,AMBIGUOUS
La nuova Capannina,La nuova Capannina,"45.4188,9.1749",comune|osm,2,TARGET
Blue Angels,Blue Angels,"45.4504,9.2203",comune|osm,2,TARGET
Sofia,Sofia,"45.4521,9.2161",comune|osm,2,TARGET
Bar Simpatia,Bar Simpatia,"45.4874,9.1680",comune|osm,2,TARGET
Dream cafè,Dream cafè,"45.4913,9.1476",comune|osm,2,TARGET
Gaina café,Gaina café,"45.4592,9.1826",comune|osm,2,TARGET
Vanilla,Vanilla,"45.4902,9.1509",comune|osm,2,TARGET
Twain,Twain,"45.4854,9.2297",comune|osm,2,TARGET
Samarcanda,Samarcanda,"45.4837,9.2176",comune|osm,2,TARGET
New Gibson,New Gibson,"45.4714,9.2145",comune|osm,2,TARGET
Bar Magic Games,Bar Magic Games,"45.4863,9.1290",comune|osm,2,TARGET
Buena suerte,Buena suerte,"45.4791,9.2105",comune|osm,2,TARGET
Ral8022,Ral8022,"45.4523,9.1735",comune|osm,2,TARGET
Blender Farini,Blender Farini,"45.4913,9.1841",comune|osm,2,TARGET
MuroNero,MuroNero,"45.4609,9.1420",comune|osm,2,TARGET
Antica Caffetteria,Antica Caffetteria,"45.4396,9.2254",comune|osm,2,TARGET
Madà,Madà,"45.4317,9.1537",comune|osm,2,TARGET
Blu & Bubbles,Blu & Bubbles,"45.4932,9.1883",comune|osm,2,TARGET
Bar Amici,Bar Amici,"45.5091,9.2233",comune|osm,2,TARGET
Chip's bar,Chip's bar,"45.4581,9.1719",comune|osm,2,AMBIGUOUS
Oscar della Tradizione,Oscar della Tradizione,"45.4603,9.1294",comune|osm,2,TARGET
Pastis,Pastis,"45.4738,9.1411",comune|osm,2,TARGET
Globe,Globe,"45.4719,9.1442",comune|osm,2,TARGET
Caffè Scarlatti,Caffè Scarlatti,"45.4833,9.2084",comune|osm,2,TARGET
Square Bar,Square Bar,"45.4673,9.1550",comune|osm,2,AMBIGUOUS
Cafe al 20,Cafe al 20,"45.4843,9.2187",comune|osm,2,TARGET
Paradise Caffè,Paradise Caffè,"45.4873,9.1615",comune|osm,2,TARGET
Bachelite cLab,Bachelite cLab,"45.4579,9.2191",comune|osm,2,TARGET
Tiffany,Tiffany,"45.4523,9.2211",comune|osm,2,AMBIGUOUS
Fashion Rio Disco Village,Fashion Rio Disco Village,"45.4850,9.1849",comune|osm,2,AMBIGUOUS
La bottega del vino,La bottega del vino,"45.4776,9.1797",comune|osm,2,TARGET
Ripamonti,Ripamonti,"45.4512,9.1969",comune|osm,2,AMBIGUOUS
Next,Next,"45.4501,9.2028",comune|osm,2,TARGET
Bollani Milano 1930,Bollani Milano 1930,"45.4399,9.1997",comune|osm,2,AMBIGUOUS
Bar Lara,Bar Lara,"45.4869,9.2165",comune,2,TARGET
Sofa Café,Sofa Café,"45.4520,9.1768",comune|osm,2,TARGET
Ginger Cocktail Lab,Ginger Cocktail Lab,"45.4497,9.1777",comune|osm,2,TARGET
Orlando,Orlando,"45.4636,9.2300",comune|osm,2,TARGET
Blues Canal,Blues Canal,"45.4517,9.1708",comune|osm,2,TARGET
Tramé e té,Tramé e té,"45.4849,9.1692",comune|osm,2,TARGET
Tatanka,Tatanka,"45.4897,9.2321",comune|osm,2,TARGET
Venillo,Venillo,"45.4655,9.2299",comune|osm,2,AMBIGUOUS
Bar Pasticceria La Maison,Bar Pasticceria La Maison,"45.4631,9.2280",comune|osm,2,TARGET
The Roof Milano Bar & Restaurant,The Roof Milano Bar & Restaurant,"45.4608,9.1888",comune|osm,2,TARGET
Piccolo Birrificio Brioschi,Birrificio Brioschi | Piccolo Birrificio Brioschi,"45.4403,9.1816",comune|osm,2,TARGET
Beynac,Beynac,"45.4520,9.1758",comune|osm,2,AMBIGUOUS
Sound,Sound,"45.5115,9.2093",comune|osm,2,TARGET
Caffetteria Aurora,Caffetteria Aurora,"45.4414,9.1404",comune|osm,2,AMBIGUOUS
Foresta woodbar,Foresta woodbar,"45.4597,9.1819",comune|osm,2,TARGET
Offside Sports Pub,Offside Sports Pub,"45.4872,9.1658",comune|osm,2,TARGET
Pigato,Pigato,"45.4513,9.1732",comune|osm,2,TARGET
Luxy Club Milano,Luxy Club Milano,"45.4794,9.2097",comune|osm,2,TARGET
Maxi,Maxi,"45.4367,9.2161",comune|osm,2,TARGET
Ritmo,Ritmo,"45.4518,9.1760",comune|osm,2,AMBIGUOUS
SAN Milano,SAN Milano,"45.4570,9.1736",comune|osm,2,TARGET
Copernico,Copernico,"45.4511,9.1609",comune|osm,2,AMBIGUOUS
Camarillo Brillo,Camarillo Brillo,"45.4446,9.1418",comune|osm,2,TARGET
Marulli Cafè,Marulli Cafè,"45.4559,9.1664",comune|osm,2,TARGET
Banco,Banco,"45.4513,9.1717",comune|osm,2,TARGET
Santeria Toscana 31,Santeria Toscana 31,"45.4457,9.1884",comune|osm,2,AMBIGUOUS
Amir,Amir,"45.4911,9.1970",comune|osm,2,AMBIGUOUS
Covo di Matti,Covo di Matti,"45.4484,9.1624",comune|osm,2,TARGET
Yogorino,Yogorino,"45.4476,9.1785",comune|osm,2,TARGET
Piasù,Piasù,"45.4673,9.1649",comune|osm,2,TARGET
El barrettin,El barrettin,"45.4492,9.2001",comune|osm,2,TARGET
Baretto,Baretto,"45.4835,9.2409",comune|osm,2,TARGET
Dolce e salato,Dolce e salato,"45.5186,9.2068",comune|osm,2,AMBIGUOUS
Samuel,Samuel,"45.4523,9.2195",comune|osm,2,TARGET
Lido Liquor Bar,Lido Liquor Bar,"45.4565,9.1733",comune|osm,2,TARGET
Rufus Bar,Rufus Bar,"45.4678,9.1642",comune|osm,2,TARGET
Lucky Star Karaoke,Lucky Star Karaoke,"45.5154,9.1724",comune|osm,2,AMBIGUOUS
Acli,Acli,"45.4818,9.2426",comune|osm,2,TARGET
Dahlia Lab,Dahlia Lab,"45.4508,9.1901",comune|osm,2,TARGET
Officine Sbiellate,Officine Sbiellate,"45.4500,9.1859",comune|osm,2,TARGET
Big School Cafè,Big School Cafè,"45.4831,9.1563",comune|osm,2,TARGET
Afterlove,Afterlove,"45.4899,9.1899",comune|osm,2,TARGET
Tyson,Tyson,"45.4625,9.2149",comune|osm,2,TARGET
Pan Caffè,Pan Caffè,"45.4708,9.2317",comune|osm,2,AMBIGUOUS
Inzuppo,Inzuppo,"45.4492,9.1776",comune|osm,2,TARGET
20 - Twenty,20 - Twenty,"45.4598,9.1821",comune|osm,2,AMBIGUOUS
Isola Bar,Isola Bar,"45.4892,9.1870",comune|osm,2,TARGET
Rocket,Rocket,"45.4389,9.1831",comune|osm,2,TARGET
Caffè del Sole,Caffè del Sole,"45.4596,9.1654",comune|osm,2,TARGET
Officinazero,Officinazero,"45.4857,9.2142",comune|osm,2,AMBIGUOUS
Grapes,Grapes,"45.4514,9.1737",comune|osm,2,TARGET
KOKO,KOKO,"45.4608,9.2071",comune|osm,2,AMBIGUOUS
El Cicinin,El Cicinin,"45.4522,9.1736",comune|osm,2,TARGET
Carico,Carico,"45.4561,9.1702",comune|osm,2,TARGET
Momo,Momo,"45.4517,9.1753",comune|osm,2,TARGET
Il vagone,Il vagone,"45.4981,9.2585",comune|osm,2,TARGET
Toast to Coast,Toast to Coast,"45.4724,9.2268",comune|osm,2,AMBIGUOUS
Iris,Iris,"45.4767,9.2077",comune|osm,2,TARGET
On The Road,On The Road,"45.4839,9.1826",comune|osm,2,TARGET
My Life Cafè,My Life Cafè,"45.4835,9.1613",comune|osm,2,TARGET
Dopotutto,Dopotutto,"45.4521,9.2038",comune|osm,2,TARGET
Salumeria dello Sport,Salumeria dello Sport,"45.4532,9.1523",comune|osm,2,TARGET
Bar Arca,Bar Arca,"45.4410,9.1690",comune|osm,2,AMBIGUOUS
Torrefazione Sempione,Torrefazione Sempione,"45.4307,9.1786",comune|osm,2,AMBIGUOUS
El Mawal,El Mawal,"45.4352,9.2043",comune|osm,2,TARGET
Sohos,Sohos,"45.4802,9.2014",comune|osm,2,AMBIGUOUS
Meli,Meli,"45.4454,9.1767",comune|osm,2,AMBIGUOUS
Mudec,Mudec,"45.4514,9.1618",comune|osm,2,AMBIGUOUS
Paperoga,Paperoga,"45.4648,9.2302",comune|osm,2,AMBIGUOUS
Rāma,Rāma,"45.4784,9.1892",comune|osm,2,TARGET
Spiller,Spiller,"45.4622,9.1930",comune|osm,2,TARGET
Elbarett,Elbarett,"45.5073,9.1982",comune|osm,2,AMBIGUOUS
Da Orient,Da Orient,"45.4808,9.1811",comune|osm,2,TARGET
Melabevo,Melabevo,"45.4801,9.1834",comune|osm,2,TARGET
Tabit,Tabit,"45.5145,9.2392",comune|osm,2,TARGET
Tassello del Sei,Tassello del Sei,"45.4462,9.1965",comune|osm,2,TARGET
Tripstillery,Tripstillery,"45.4818,9.1933",comune|osm,2,TARGET
Pulp,Pulp,"45.4559,9.2110",comune|osm,2,TARGET
Il Caffè di Via Fauche',Il Caffè di Via Fauche',"45.4850,9.1651",comune|osm,2,AMBIGUOUS
Don't Tell Mama,Don't Tell Mama,"45.4932,9.2209",comune|osm,2,TARGET
Incipit23 Bistrot Letterario,Incipit23 Bistrot Letterario,"45.4889,9.2293",comune|osm,2,TARGET
Isola Della Birra,Isola Della Birra,"45.4897,9.1855",comune|osm,2,AMBIGUOUS
Q Club,Q Club,"45.4887,9.2199",comune|osm,2,TARGET
Salty & Sweet,Salty & Sweet,"45.4510,9.1458",comune|osm,2,TARGET
Je suis Jambon,Je suis Jambon,"45.5147,9.2123",comune|osm,2,TARGET
Bar William,Bar William,"45.4462,9.1245",comune|osm,2,TARGET
Whisky Bar,Whisky Bar,"45.4830,9.1639",comune|osm,2,AMBIGUOUS
Falau Cafè,Falau Cafè,"45.4719,9.2322",comune|osm,2,TARGET
Easy Beer,Easy Beer,"45.4499,9.1680",comune|osm,2,TARGET
al baretto,al baretto,"45.4987,9.1819",comune|osm,2,TARGET
Sphera Locura,Sphera Locura,"45.4514,9.1723",comune|osm,2,TARGET
Posto Unico,Posto Unico,"45.4868,9.1857",comune|osm,2,AMBIGUOUS
Iron Birds,Iron Birds,"45.5198,9.2266",comune|osm,2,TARGET
Babila Bistro,Babila Bistro,"45.4641,9.2034",comune|osm,2,TARGET
Amaranta Club,Amaranta Club,"45.4192,9.1750",comune|osm,2,TARGET
747,747,"45.4753,9.2210",comune|osm,2,TARGET
Birreria Okey,Birreria Okey,"45.4985,9.1936",comune|osm,2,TARGET
La bottega del caffe' (Marinella),La bottega del caffe' (Marinella),"45.4577,9.1730",comune|osm,2,TARGET
New Wood,New Wood,"45.4870,9.1888",comune|osm,2,TARGET
Cafè del Pasco,Cafè del Pasco,"45.4565,9.2191",comune|osm,2,AMBIGUOUS
Enoteca naturale,Enoteca naturale,"45.4535,9.1819",comune|osm,2,TARGET
Big Store de Milàn,Big Store de Milàn,"45.4577,9.1773",comune|osm,2,TARGET
Bovisa Urban Garden,Bovisa Urban Garden,"45.5027,9.1642",comune|osm,2,TARGET
Depot,Depot,"45.4994,9.2232",comune|osm,2,AMBIGUOUS
B42 Urban Bistrot Lounge,B42 Urban Bistrot Lounge,"45.4444,9.1824",comune|osm,2,TARGET
Lom Dopolavoro,Lom Dopolavoro,"45.4886,9.1735",comune|osm,2,TARGET
Alcazar Milano,Alcazar Milano,"45.4862,9.1558",comune|osm,2,TARGET
cafè Maria,cafè Maria,"45.5062,9.1744",comune|osm,2,TARGET
Dom's Caffè,Dom's Caffè,"45.5061,9.2365",comune|osm,2,TARGET
Kappa's café,Kappa's café,"45.4318,9.2438",comune|osm,2,TARGET
Java,Java,"45.4844,9.2177",comune|osm,2,TARGET
Bosco in città,Bosco in città,"45.4828,9.0901",comune|osm,2,TARGET
Frère,Frère,"45.4811,9.1713",comune|osm,2,TARGET
Victoria's,Victoria's,"45.4911,9.2391",comune|osm,2,TARGET
Radetzky Café,Radetzky Café,"45.4784,9.1851",comune|osm,2,TARGET
Scott Duff,Scott Duff,"45.4799,9.1833",comune|osm,2,TARGET
Il gatto e la volpe,Il gatto e la volpe,"45.4949,9.1981",comune|osm,2,TARGET
Il Tombino,Il Tombino,"45.4610,9.1528",comune|osm,2,TARGET
Club Decò,Club Decò,"45.4867,9.1671",comune|osm,2,TARGET
Outback café,Outback café,"45.4803,9.2017",comune|osm,2,TARGET
Murphy's Pub,Murphy's Pub,"45.4697,9.2281",comune|osm,2,TARGET
Frida,Frida,"45.4888,9.1871",comune|osm,2,TARGET
RT HOLL,RT HOLL,"45.4803,9.1287",comune|osm,2,TARGET
Blues Bikers Pub,Blues Bikers Pub,"45.4469,9.1806",comune|osm,2,TARGET
Al Confine,Al Confine,"45.4565,9.1707",comune|osm,2,TARGET
Yguana,Yguana,"45.4590,9.1825",comune|osm,2,TARGET
Au Vieux Strasbourg,Au Vieux Strasbourg,"45.4737,9.2342",comune|osm,2,TARGET
Stalingrado,Stalingrado,"45.4868,9.1602",comune|osm,2,TARGET
55 Milano,55 Milano,"45.4859,9.1605",comune|osm,2,TARGET
Mister Bar,Mister Bar,"45.4808,9.1614",comune|osm,2,TARGET
Mac 111,Mac 111,"45.4974,9.1528",comune|osm,2,TARGET
Bar Mauri,Bar Mauri,"45.4836,9.1658",comune|osm,2,TARGET
Frizzi & Lazzi,Frizzi & Lazzi,"45.4456,9.1784",comune|osm,2,TARGET
DrinKasi,DrinKasi,"45.4507,9.1779",comune|osm,2,TARGET
Living,Living,"45.4764,9.1732",comune|osm,2,TARGET
Shatar Pub,Shatar Pub,"45.4727,9.1430",comune|osm,2,TARGET
Bar Dolomiti,Bar Dolomiti,"45.5025,9.2245",comune|osm,2,TARGET
Flute bar Milano,Flute bar Milano,"45.4917,9.1887",comune|osm,2,TARGET
Lost in Town,Lost in Town,"45.4839,9.1640",comune|osm,2,TARGET
Perché no?,Perché no?,"45.5236,9.2118",comune|osm,2,TARGET
Bar Bianco,Bar Bianco,"45.4736,9.1775",comune|osm,2,TARGET
La Hora Feliz,La Hora Feliz,"45.4594,9.1828",comune|osm,2,TARGET
Carpe Diem,Carpe Diem,"45.4359,9.2403",comune|osm,2,TARGET
Caffè Cinquecento,Caffè Cinquecento,"45.5151,9.2130",comune|osm,2,TARGET
Birreria Stella,Birreria Stella,"45.4685,9.2263",comune|osm,2,TARGET
Bar Sand,Bar Sand,"45.4696,9.2299",comune|osm,2,TARGET
Harp Pub Guinness,Harp Pub Guinness,"45.4773,9.2255",comune|osm,2,TARGET
Gran Galà,Gran Galà,"45.4708,9.2299",comune|osm,2,TARGET
O' Connell Country Pub,O' Connell Country Pub,"45.4697,9.1879",comune|osm,2,TARGET
La Cararina,La Cararina,"45.4733,9.2316",comune|osm,2,TARGET
Cafè de Flore,Cafè de Flore,"45.4733,9.2306",comune|osm,2,TARGET
Hernest Café,Hernest Café,"45.4851,9.2316",comune|osm,2,TARGET
Epoca Tango,Epoca Tango,"45.4421,9.1411",comune|osm,2,TARGET
Karma,Karma,"45.4330,9.2312",comune|osm,2,TARGET
Tabbacbria,Tabbacbria,"45.5012,9.1014",comune|osm,2,TARGET
Gate,Gate,"45.4944,9.1819",comune|osm,2,TARGET
Maga Furla,Maga Furla,"45.5096,9.2119",comune|osm,2,TARGET
11 Clubroom,11 Clubroom,"45.4824,9.1868",comune|osm,2,TARGET
Al Panino Pub,Al Panino Pub,"45.4805,9.1852",comune|osm,2,TARGET
Bukowski Pub,Bukowski Pub,"45.4566,9.1894",comune|osm,2,TARGET
Cristal Café,Cristal Café,"45.4625,9.2282",comune|osm,2,TARGET
Samovar,Samovar,"45.4742,9.2317",comune|osm,2,TARGET
American Bar,American Bar,"45.4701,9.2299",comune|osm,2,TARGET
Tropical Island,Tropical Island,"45.4749,9.2030",comune|osm,2,TARGET
Girasole,Girasole,"45.4691,9.2242",comune|osm,2,TARGET
Café Étoile,Café Étoile,"45.4686,9.2250",comune|osm,2,TARGET
Bar Fratelli Guido,Bar Fratelli Guido,"45.5047,9.1060",comune|osm,2,TARGET
Bar Niky Trattoria,Bar Niky Trattoria,"45.4802,9.2214",comune|osm,2,TARGET
Bar Lomellina,Bar Lomellina,"45.4671,9.2304",comune|osm,2,TARGET
De Angeli,De Angeli,"45.4666,9.1507",comune|osm,2,TARGET
Metissage Arci Milano,Metissage Arci Milano,"45.4855,9.1892",comune|osm,2,TARGET
Blue Note,Blue Note,"45.4895,9.1889",comune|osm,2,TARGET
LoolaPaloosa,LoolaPaloosa,"45.4825,9.1872",comune|osm,2,TARGET
Concordia Enoteca,Concordia Enoteca,"45.4508,9.1707",comune|osm,2,TARGET
Straripa Bar,Straripa Bar,"45.4518,9.1755",comune|osm,2,TARGET
