_origin_file,allergens,available_spots,booking_available,booking_provider,check_in_date,check_out_date,confidence,currency,item_description,item_name,item_type,menu_section,normalized_price_eur,normalized_product,peak_or_mid,price_type,raw_price,retrieved_at,season,source_platform,source_url,source_venue_id,staging_items,validity_end,validity_start,venue_name,venue_url,vertical
beach_s1_menu_items.csv,,,,,,,high,EUR,Stagione completa,Ombrellone+2lettini+sdraio stagionale,beach_service,OMBRELLONI,3400.0,beach_subscription_season,,per_season,"€3.400,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnomilano.org/it/tariffe.asp,bagno_milano_fortedeimarmi,,2026-09-30,2026-05-01,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Tenda grande (2 lettini + 2 sdraio + sedia),Tenda 5 posti bassa stagione – giornaliero,beach_service,TENDE,100.0,beach_umbrella_premium,,per_day,"€100,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnomilano.org/it/tariffe.asp,bagno_milano_fortedeimarmi,,2026-09-30,2026-05-01,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Tenda grande alta stagione,Tenda 5 posti alta stagione – giornaliero,beach_service,TENDE,120.0,beach_umbrella_premium,,per_day,"€120,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnomilano.org/it/tariffe.asp,bagno_milano_fortedeimarmi,,2026-09-30,2026-05-01,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Stagione completa,Tenda 5 posti stagionale,beach_service,TENDE,4600.0,beach_subscription_season,,per_season,"€4.600,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnomilano.org/it/tariffe.asp,bagno_milano_fortedeimarmi,,2026-09-30,2026-05-01,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,1 ombrellone+2lettini prima fila,Postazione prima fila – giornaliero,beach_service,POSTAZIONI,30.0,beach_set_2lettini_ombrellone,,per_day,"€30,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.stabilimentobalnearemanzoni.it/listino/,manzoni_jesolo,,2026-09-30,2026-05-01,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,"Prima fila, 7 giorni",Postazione prima fila – settimanale,beach_service,POSTAZIONI,160.0,beach_set_2lettini_ombrellone,,per_week,"€160,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.stabilimentobalnearemanzoni.it/listino/,manzoni_jesolo,,2026-09-30,2026-05-01,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Ombrellone+2lettini file centrali,Postazione standard – giornaliero,beach_service,POSTAZIONI,20.0,beach_set_2lettini_ombrellone,,per_day,"€20,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.stabilimentobalnearemanzoni.it/listino/,manzoni_jesolo,,2026-09-30,2026-05-01,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Stagione completa prima fila,Postazione stagionale fila 1,beach_service,POSTAZIONI,2200.0,beach_subscription_season,,per_season,"€2.200,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.stabilimentobalnearemanzoni.it/listino/,manzoni_jesolo,,2026-09-30,2026-05-01,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Stagione completa file interne,Postazione stagionale standard,beach_service,POSTAZIONI,900.0,beach_subscription_season,,per_season,"€900,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.stabilimentobalnearemanzoni.it/listino/,manzoni_jesolo,,2026-09-30,2026-05-01,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Parcheggio con prenotazione online,Parcheggio – giornaliero,beach_service,PARCHEGGIO,5.0,beach_parking,,one_off,"€5,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.stabilimentobalnearemanzoni.it/listino/,manzoni_jesolo,,2026-09-30,2026-05-01,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Feriale,Ombrellone – giornaliero feriale,beach_service,GIORNALIERO,25.0,beach_umbrella_standard,,per_day_weekday,"€25,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnoninetta.it/la-stagione/,bagno_ninetta_camaiore,,2026-09-30,2026-05-01,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Weekend / festivi,Ombrellone – giornaliero weekend,beach_service,GIORNALIERO,30.0,beach_umbrella_standard,,per_day_weekend,"€30,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnoninetta.it/la-stagione/,bagno_ninetta_camaiore,,2026-09-30,2026-05-01,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,7 giorni,Ombrellone – settimanale,beach_service,SETTIMANALE,140.0,beach_umbrella_standard,,per_week,"€140,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnoninetta.it/la-stagione/,bagno_ninetta_camaiore,,2026-09-30,2026-05-01,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,beach
